city,size_sqm,rooms,age_years,floor,has_balcony,has_parking,has_elevator,distance_cbd_km,district_score,price_per_sqm,total_price_eur,monthly_rent_eur,city_encoded
Frankfurt,54.3,2,48,5,1,0,1,19.26,9.57,7367.1,399900.0,1428.0,3
Cologne,72.4,2,11,10,0,1,1,19.78,4.98,5241.29,379600.0,1356.0,1
Berlin,33.9,1,43,8,1,1,1,3.19,7.22,6258.97,212300.0,758.0,0
Berlin,70.6,2,32,1,1,1,0,9.78,6.17,5260.15,371400.0,1326.0,0
Berlin,116.5,4,12,3,1,1,0,9.01,2.59,5505.81,641600.0,2292.0,0
Berlin,75.5,3,77,4,0,0,1,13.14,6.33,4176.42,315400.0,1126.0,0
Munich,80.8,3,25,0,1,0,0,2.81,5.86,10518.76,849600.0,3034.0,6
Berlin,43.5,1,20,7,0,0,1,5.71,5.45,5158.58,224400.0,801.0,0
Berlin,59.6,2,27,7,1,1,1,8.81,5.62,6703.82,399500.0,1427.0,0
Berlin,65.6,2,47,5,1,0,1,0.5,2.48,5147.61,337800.0,1206.0,0
Frankfurt,67.1,2,39,11,0,0,1,3.78,5.17,7063.73,473700.0,1692.0,3
Munich,107.0,4,65,4,0,0,1,9.52,6.45,8891.5,951800.0,3399.0,6
Munich,88.9,3,72,7,1,0,1,2.33,5.41,10461.16,930400.0,3323.0,6
Frankfurt,47.2,2,78,2,0,0,0,25.3,5.4,4545.5,214600.0,766.0,3
Cologne,81.2,3,76,2,1,1,0,0.5,1.7,5060.12,410700.0,1467.0,1
Berlin,87.5,3,22,1,0,1,0,25.38,2.72,2922.88,255600.0,913.0,0
Stuttgart,103.5,3,47,4,0,1,1,1.95,3.89,6588.95,682000.0,2436.0,7
Hamburg,114.5,4,1,2,0,1,0,0.5,4.77,8695.86,995800.0,3556.0,4
Berlin,49.6,2,19,2,0,0,0,2.77,6.35,4720.96,234300.0,837.0,0
Düsseldorf,54.7,2,58,5,1,0,1,12.34,8.77,5731.67,313700.0,1120.0,2
Düsseldorf,43.6,1,45,7,0,1,1,11.17,2.43,5778.24,251700.0,899.0,2
Berlin,69.1,2,2,1,1,1,0,1.87,1.14,6055.47,418700.0,1495.0,0
Munich,86.7,3,54,3,1,0,0,1.75,5.04,9218.23,798800.0,2853.0,6
Stuttgart,99.7,3,11,10,1,1,1,8.23,4.89,7818.5,779400.0,2783.0,7
Cologne,73.1,2,39,6,0,0,1,4.9,5.97,5123.54,374500.0,1338.0,1
Berlin,67.0,2,65,0,0,0,0,12.57,8.5,3773.46,252800.0,903.0,0
Munich,78.8,3,77,0,1,1,0,0.5,8.22,9788.29,771300.0,2754.0,6
Munich,54.1,2,15,11,0,0,1,7.54,1.9,10884.8,589100.0,2104.0,6
Frankfurt,127.2,4,33,9,0,0,1,10.49,9.41,6875.68,874900.0,3124.0,3
Hamburg,34.8,1,43,6,1,0,1,40.0,1.99,2855.33,99400.0,355.0,4
Munich,79.6,3,5,6,1,0,1,9.09,6.71,11141.19,887000.0,3168.0,6
Frankfurt,125.6,4,76,0,0,1,0,2.11,7.05,6991.37,878000.0,3136.0,3
Cologne,75.2,3,63,0,1,1,0,0.92,7.12,5740.16,431500.0,1541.0,1
Berlin,70.2,2,21,3,1,1,0,8.19,3.39,5550.68,389900.0,1393.0,0
Munich,66.1,2,17,4,0,1,1,5.92,3.97,9828.44,649300.0,2319.0,6
Cologne,70.5,2,11,4,0,0,1,18.35,5.94,5313.92,374600.0,1338.0,1
Düsseldorf,109.3,4,51,3,0,0,0,10.37,2.8,4727.1,516800.0,1846.0,2
Frankfurt,25.0,1,50,7,0,0,1,5.7,1.18,7035.52,175900.0,628.0,3
Hamburg,113.3,4,70,6,1,0,1,4.13,6.06,7964.27,902600.0,3224.0,4
Berlin,39.4,1,47,8,1,0,1,4.15,5.19,5507.57,217000.0,775.0,0
Frankfurt,68.3,2,18,6,0,1,1,2.05,6.91,7919.71,541200.0,1933.0,3
Hamburg,64.3,2,5,9,1,1,1,0.5,2.32,8648.64,555800.0,1985.0,4
Munich,89.7,3,26,0,0,0,0,6.84,8.57,10142.52,909900.0,3250.0,6
Munich,35.0,1,52,6,1,1,1,1.91,2.32,10013.21,350900.0,1253.0,6
Munich,86.6,3,47,0,1,0,0,1.87,9.02,9573.82,828700.0,2959.0,6
Berlin,125.6,4,6,6,1,1,1,1.07,5.05,7149.65,898100.0,3207.0,0
Munich,40.9,1,58,9,0,1,1,1.68,5.95,10763.86,440500.0,1573.0,6
Munich,79.7,3,68,7,1,0,1,0.5,9.07,11342.5,904500.0,3230.0,6
Munich,58.5,2,10,10,1,0,1,8.97,3.7,10224.76,597600.0,2134.0,6
Berlin,85.6,3,14,8,1,1,1,4.11,2.64,5842.91,500400.0,1787.0,0
Düsseldorf,75.5,3,63,11,0,1,1,6.6,5.01,5730.39,432500.0,1545.0,2
Hamburg,59.0,2,2,2,1,1,0,8.11,3.2,8043.61,474300.0,1694.0,4
Cologne,87.2,3,68,3,1,1,0,28.74,5.75,4421.25,385500.0,1377.0,1
Stuttgart,120.1,4,22,3,1,1,0,0.57,3.48,7819.26,939200.0,3354.0,7
Frankfurt,70.2,2,52,11,0,0,1,4.33,8.78,8328.75,584900.0,2089.0,3
Berlin,93.0,3,36,8,1,0,1,2.26,6.47,6271.93,583300.0,2083.0,0
Hamburg,42.7,1,8,6,1,0,1,5.18,1.0,7264.15,309900.0,1107.0,4
Hamburg,51.1,2,14,2,1,0,0,20.25,8.25,6918.34,353500.0,1262.0,4
Cologne,86.8,3,2,9,0,0,1,10.3,3.97,5845.8,507500.0,1812.0,1
Frankfurt,112.1,4,69,4,0,1,1,8.68,3.88,6920.13,775800.0,2771.0,3
Berlin,83.9,3,16,6,1,0,1,4.66,4.45,5084.39,426500.0,1523.0,0
Munich,67.2,2,25,7,0,0,1,8.9,6.67,9408.69,632000.0,2257.0,6
Munich,75.0,2,20,0,0,1,0,0.5,4.98,9623.42,721600.0,2577.0,6
Hamburg,43.7,1,71,11,1,0,1,7.06,6.66,6440.3,281700.0,1006.0,4
Hamburg,90.1,3,20,1,0,0,0,6.46,2.32,7119.06,641500.0,2291.0,4
Munich,97.1,3,10,6,0,1,1,3.41,9.73,11245.89,1091500.0,3898.0,6
Leipzig,63.7,2,37,10,0,1,1,1.8,7.57,4212.65,268300.0,958.0,5
Hamburg,63.2,2,71,1,1,0,0,13.18,3.25,4623.43,292400.0,1044.0,4
Munich,81.6,3,34,6,1,0,1,0.5,7.52,11829.66,965900.0,3449.0,6
Berlin,64.1,2,13,8,1,1,1,0.58,6.18,8140.49,521700.0,1863.0,0
Berlin,73.3,2,13,10,0,0,1,4.65,1.98,6208.24,455400.0,1626.0,0
Munich,127.5,4,9,1,1,0,0,2.33,2.6,10880.6,1387200.0,4954.0,6
Berlin,68.8,2,11,6,1,1,1,10.95,1.37,6520.37,448800.0,1603.0,0
Berlin,66.0,2,37,3,1,0,0,8.05,8.28,4605.46,304200.0,1086.0,0
Munich,58.8,2,33,10,1,0,1,11.85,5.97,9465.14,556700.0,1988.0,6
Berlin,93.6,3,40,1,0,0,0,3.14,3.85,4391.45,411100.0,1468.0,0
Düsseldorf,70.5,2,9,6,1,1,1,10.79,2.14,6485.51,457000.0,1632.0,2
Berlin,58.8,2,16,4,1,1,1,15.86,5.36,5703.52,335200.0,1197.0,0
Hamburg,108.0,4,16,0,0,0,0,3.39,5.73,7277.51,786200.0,2808.0,4
Frankfurt,110.5,4,66,4,1,0,1,3.32,7.32,7899.86,872900.0,3117.0,3
Leipzig,60.0,2,61,11,0,0,1,18.42,9.73,1935.25,116100.0,415.0,5
Berlin,28.3,1,0,11,1,0,1,0.5,4.91,7010.41,198700.0,709.0,0
Frankfurt,100.2,3,11,2,1,0,0,3.45,4.65,7979.25,799400.0,2855.0,3
Leipzig,57.9,2,3,6,0,1,1,1.01,4.33,4737.13,274200.0,979.0,5
Düsseldorf,94.8,3,41,5,0,0,1,0.5,8.44,7041.1,667300.0,2383.0,2
Stuttgart,25.7,1,12,7,1,0,1,0.96,2.41,7755.91,199700.0,713.0,7
Munich,97.3,3,3,4,0,0,1,4.51,4.09,10547.15,1026400.0,3666.0,6
Berlin,44.7,1,68,1,0,0,0,9.29,7.52,5647.82,252600.0,902.0,0
Cologne,93.3,3,18,8,0,0,1,2.73,1.14,6261.41,584000.0,2086.0,1
Düsseldorf,75.4,3,1,10,1,0,1,15.16,3.6,6473.7,487800.0,1742.0,2
Hamburg,51.2,2,11,7,1,1,1,4.6,6.77,8961.02,458400.0,1637.0,4
Hamburg,64.8,2,73,5,0,1,1,27.59,2.67,4763.76,308800.0,1103.0,4
Munich,92.2,3,5,9,0,0,1,24.66,3.72,10048.84,926100.0,3307.0,6
Cologne,77.6,3,7,6,1,0,1,11.87,5.37,6868.19,533300.0,1905.0,1
Berlin,89.6,3,50,8,0,0,1,21.55,4.8,4147.9,371700.0,1327.0,0
Munich,124.4,4,10,6,1,0,1,9.82,1.95,9508.71,1183000.0,4225.0,6
Frankfurt,35.9,1,62,2,1,1,0,18.07,9.44,7038.9,252700.0,902.0,3
Frankfurt,115.4,4,56,5,1,0,1,2.16,1.4,7044.44,813100.0,2904.0,3
Munich,77.6,3,11,10,0,1,1,3.39,7.75,12248.09,950600.0,3395.0,6
Berlin,52.5,2,72,10,1,1,1,11.18,1.64,3976.59,208900.0,746.0,0
Hamburg,41.7,1,1,6,0,1,1,4.42,5.21,8704.18,363300.0,1298.0,4
Munich,70.3,2,7,1,0,1,0,14.53,2.58,9878.22,694200.0,2479.0,6
Hamburg,98.0,3,10,2,0,0,0,16.81,2.27,5018.16,492000.0,1757.0,4
Berlin,71.8,2,52,3,0,1,0,2.85,2.13,4041.07,290200.0,1036.0,0
Frankfurt,112.8,4,9,9,0,1,1,13.87,5.08,8426.46,950300.0,3394.0,3
Hamburg,38.7,1,7,5,0,1,1,1.34,5.64,7890.75,305500.0,1091.0,4
Berlin,74.7,2,35,0,1,0,0,3.25,2.2,5788.4,432400.0,1544.0,0
Munich,43.7,1,75,8,1,1,1,5.84,9.81,10582.23,462300.0,1651.0,6
Berlin,84.1,3,13,4,1,0,1,2.05,3.32,6278.18,527900.0,1885.0,0
Berlin,97.2,3,53,11,1,1,1,6.93,5.13,6055.02,588400.0,2101.0,0
Leipzig,64.5,2,20,6,0,0,1,6.92,2.95,3008.46,194000.0,693.0,5
Munich,25.0,1,49,8,1,1,1,1.85,5.45,11688.07,292200.0,1044.0,6
Stuttgart,80.0,3,38,8,1,0,1,12.7,7.8,6485.72,518700.0,1852.0,7
Munich,85.9,3,19,0,0,0,0,7.99,5.69,9802.29,842200.0,3008.0,6
Cologne,85.1,3,6,0,0,0,0,3.06,3.57,4576.73,389500.0,1391.0,1
Cologne,105.9,4,8,2,1,0,0,2.11,3.24,5335.48,565000.0,2018.0,1
Hamburg,48.2,2,0,5,0,0,1,16.88,7.83,7985.41,385100.0,1375.0,4
Frankfurt,92.0,3,25,1,1,0,0,14.45,2.06,6112.18,562400.0,2008.0,3
Frankfurt,104.8,3,37,9,1,1,1,2.09,4.33,7896.93,827700.0,2956.0,3
Munich,30.5,1,37,11,0,1,1,0.5,2.36,10179.71,310800.0,1110.0,6
Düsseldorf,83.0,3,60,10,0,1,1,13.06,3.32,5562.36,461600.0,1649.0,2
Stuttgart,62.4,2,43,0,1,0,0,7.65,2.37,6125.84,382200.0,1365.0,7
Leipzig,73.0,2,43,0,0,0,0,0.85,8.98,3665.47,267400.0,955.0,5
Berlin,83.7,3,73,4,1,0,1,7.08,7.59,5750.69,481300.0,1719.0,0
Cologne,62.8,2,61,3,1,1,0,4.81,6.05,5615.5,352800.0,1260.0,1
Düsseldorf,58.1,2,5,0,1,1,0,11.92,3.02,6380.58,370800.0,1324.0,2
Berlin,75.9,3,16,3,0,0,0,1.88,5.59,4789.42,363300.0,1297.0,0
Berlin,47.8,2,50,2,0,0,0,4.83,5.69,3875.24,185300.0,662.0,0
Cologne,47.9,2,37,1,1,1,0,1.36,6.31,6955.77,332900.0,1189.0,1
Hamburg,92.0,3,23,8,1,1,1,25.27,1.54,6014.61,553300.0,1976.0,4
Stuttgart,46.3,2,50,10,0,1,1,12.07,9.76,7232.93,334700.0,1196.0,7
Berlin,91.7,3,9,0,1,1,0,10.68,5.19,5134.64,470600.0,1681.0,0
Stuttgart,86.6,3,71,6,1,0,1,9.37,9.34,6115.66,529400.0,1891.0,7
Munich,31.9,1,20,3,0,0,0,4.4,1.09,8350.22,266000.0,950.0,6
Berlin,58.1,2,69,4,1,0,1,20.54,3.23,2811.3,163200.0,583.0,0
Berlin,104.9,3,56,9,0,0,1,0.61,1.94,4904.3,514200.0,1837.0,0
Stuttgart,50.5,2,38,4,1,0,1,13.01,7.93,6646.92,335500.0,1198.0,7
Cologne,63.4,2,32,0,0,0,0,1.94,3.88,4911.73,311400.0,1112.0,1
Hamburg,86.6,3,58,5,1,0,1,3.13,8.56,7896.26,683400.0,2441.0,4
Munich,94.6,3,17,8,0,0,1,5.86,8.49,11062.52,1046300.0,3737.0,6
Düsseldorf,68.7,2,55,1,1,0,0,12.21,7.01,5189.46,356600.0,1273.0,2
Frankfurt,60.1,2,56,6,0,0,1,14.59,6.99,6509.73,391000.0,1396.0,3
Stuttgart,110.6,4,75,5,0,0,1,7.01,7.3,7013.12,775400.0,2769.0,7
Frankfurt,118.5,4,47,4,1,1,1,4.13,7.06,8010.72,949000.0,3389.0,3
Munich,99.5,3,41,3,1,1,0,23.42,4.48,9252.14,920300.0,3287.0,6
Frankfurt,77.1,3,26,3,0,0,0,2.26,7.15,8110.8,625600.0,2234.0,3
Munich,54.8,2,73,5,0,0,1,13.0,9.08,9088.88,498000.0,1779.0,6
Cologne,54.2,2,51,3,1,0,0,7.58,3.99,4010.6,217500.0,777.0,1
Frankfurt,88.1,3,41,4,1,1,1,3.78,9.5,8329.64,733500.0,2620.0,3
Munich,85.5,3,31,5,0,0,1,0.5,1.12,9775.83,835400.0,2984.0,6
Düsseldorf,110.0,4,25,4,1,0,1,4.73,4.14,6353.98,699200.0,2497.0,2
Frankfurt,91.3,3,24,6,0,1,1,2.59,2.19,8436.65,769900.0,2750.0,3
Hamburg,37.4,1,74,8,0,0,1,0.88,2.14,5646.49,211300.0,755.0,4
Düsseldorf,101.3,3,22,9,0,0,1,0.63,8.34,7428.9,752500.0,2688.0,2
Hamburg,50.0,2,56,6,1,0,1,3.42,9.27,8084.27,404600.0,1445.0,4
Berlin,65.4,2,51,6,1,0,1,7.63,8.0,5540.6,362400.0,1294.0,0
Düsseldorf,81.3,3,30,3,0,0,0,14.54,9.79,6573.32,534100.0,1908.0,2
Hamburg,124.9,4,63,0,0,1,0,1.62,2.95,5562.12,694700.0,2481.0,4
Munich,152.7,5,70,7,0,0,1,4.42,2.27,7952.47,1214700.0,4338.0,6
Berlin,90.2,3,32,3,1,1,0,3.98,5.69,5879.28,530100.0,1893.0,0
Stuttgart,70.4,2,1,0,1,0,0,5.76,8.46,7497.43,528000.0,1886.0,7
Hamburg,88.4,3,17,4,1,0,1,13.27,1.36,6439.92,569000.0,2032.0,4
Hamburg,97.2,3,46,7,0,0,1,6.45,9.96,7697.64,748100.0,2672.0,4
Düsseldorf,67.0,2,32,3,1,0,0,15.0,6.42,5356.56,358800.0,1281.0,2
Stuttgart,119.9,4,34,11,1,0,1,5.85,9.81,6895.29,826600.0,2952.0,7
Berlin,80.8,3,50,7,1,0,1,7.41,4.29,5057.6,408400.0,1459.0,0
Munich,87.4,3,17,7,1,1,1,4.6,5.12,10606.35,927500.0,3312.0,6
Munich,91.6,3,71,2,0,0,0,13.86,7.77,8670.59,794600.0,2838.0,6
Cologne,85.5,3,29,8,1,0,1,20.6,8.13,4913.54,420300.0,1501.0,1
Berlin,96.0,3,43,2,1,0,0,8.15,3.1,4786.7,459400.0,1641.0,0
Hamburg,59.6,2,52,0,1,0,0,13.75,9.37,7542.77,449300.0,1605.0,4
Cologne,61.0,2,9,1,1,0,0,0.5,8.81,6761.64,412700.0,1474.0,1
Düsseldorf,47.5,2,51,5,1,0,1,18.93,1.16,3464.41,164500.0,588.0,2
Munich,86.0,3,48,11,1,0,1,1.68,2.16,10734.97,923100.0,3297.0,6
Stuttgart,94.5,3,10,9,0,0,1,2.37,5.46,8484.17,801500.0,2863.0,7
Berlin,86.4,3,65,1,1,1,0,0.5,5.15,4659.4,402800.0,1438.0,0
Stuttgart,116.9,4,57,5,1,0,1,26.91,7.38,4815.77,562800.0,2010.0,7
Berlin,74.9,2,35,0,1,0,0,15.28,1.81,4124.59,308800.0,1103.0,0
Frankfurt,91.7,3,32,10,0,1,1,19.55,6.8,7000.37,642100.0,2293.0,3
Stuttgart,47.7,2,46,0,0,1,0,15.03,6.55,4513.16,215300.0,769.0,7
Berlin,65.3,2,12,4,0,1,1,5.22,3.1,5052.78,330100.0,1179.0,0
Munich,92.4,3,39,9,0,0,1,20.62,5.88,8240.02,761300.0,2719.0,6
Cologne,96.2,3,67,10,0,1,1,27.91,3.0,2808.86,270300.0,965.0,1
Cologne,67.7,2,41,8,1,0,1,5.59,2.32,5521.22,373500.0,1334.0,1
Hamburg,73.2,2,18,7,0,0,1,1.55,6.16,8597.51,629400.0,2248.0,4
Cologne,37.1,1,18,2,1,1,0,8.6,9.8,6165.18,228400.0,816.0,1
Hamburg,66.1,2,57,2,1,0,0,29.65,3.13,3666.08,242200.0,865.0,4
Munich,97.3,3,22,0,0,1,0,16.45,4.2,8489.27,825700.0,2949.0,6
Munich,89.4,3,53,2,1,1,0,15.83,3.31,8936.03,798700.0,2853.0,6
Berlin,87.5,3,79,11,0,1,1,21.72,3.4,2992.69,261900.0,935.0,0
Düsseldorf,76.2,3,64,11,1,1,1,17.95,4.64,4734.28,361000.0,1289.0,2
Hamburg,75.2,3,11,11,0,0,1,11.98,7.32,6708.45,504300.0,1801.0,4
Frankfurt,58.5,2,23,10,0,0,1,10.13,1.35,7541.93,441100.0,1576.0,3
Frankfurt,92.5,3,33,0,0,1,0,2.46,9.61,9621.43,889700.0,3178.0,3
Leipzig,85.5,3,52,7,0,1,1,7.77,1.42,2889.96,247200.0,883.0,5
Berlin,87.3,3,7,0,0,1,0,5.9,8.93,7473.26,652400.0,2330.0,0
Hamburg,61.8,2,17,4,0,1,1,15.84,9.05,7247.48,448300.0,1601.0,4
Frankfurt,25.0,1,56,8,1,1,1,5.41,5.72,7764.04,194100.0,693.0,3
Hamburg,102.4,3,4,6,1,1,1,1.09,2.23,8617.23,882700.0,3152.0,4
Berlin,63.0,2,25,3,0,0,0,0.5,6.09,5404.48,340600.0,1217.0,0
Düsseldorf,53.4,2,29,10,0,0,1,9.06,6.66,6339.72,338700.0,1210.0,2
Düsseldorf,92.3,3,53,8,0,1,1,6.39,8.72,6622.92,611500.0,2184.0,2
Hamburg,65.2,2,12,8,0,0,1,3.22,5.96,8213.87,535500.0,1913.0,4
Cologne,101.5,3,28,1,0,0,0,1.48,4.7,5698.13,578400.0,2066.0,1
Düsseldorf,90.4,3,2,9,1,0,1,5.03,8.54,7505.22,678700.0,2424.0,2
Cologne,92.1,3,57,9,1,1,1,0.85,9.83,7116.97,655400.0,2341.0,1
Berlin,40.9,1,75,10,1,1,1,3.28,6.81,6581.75,268900.0,960.0,0
Hamburg,105.3,4,1,11,1,1,1,3.81,8.87,9848.69,1037100.0,3704.0,4
Hamburg,81.5,3,74,5,0,0,1,5.01,6.39,6648.01,542000.0,1936.0,4
Frankfurt,65.8,2,27,3,0,1,0,5.03,7.21,9304.8,612000.0,2186.0,3
Cologne,78.6,3,76,7,0,1,1,2.38,7.19,5204.14,409000.0,1461.0,1
Düsseldorf,30.6,1,75,11,1,0,1,15.19,7.34,5832.55,178400.0,637.0,2
Düsseldorf,85.2,3,1,10,1,0,1,3.51,3.89,7329.74,624600.0,2231.0,2
Frankfurt,49.3,2,6,6,1,0,1,2.09,6.18,8919.93,439400.0,1569.0,3
Berlin,41.2,1,25,6,1,0,1,1.55,6.35,6578.12,270900.0,968.0,0
Leipzig,36.9,1,75,10,1,1,1,3.12,3.84,3170.26,117100.0,418.0,5
Stuttgart,102.8,3,15,9,1,0,1,0.56,4.15,6900.97,709500.0,2534.0,7
Berlin,59.3,2,22,8,1,1,1,0.5,7.86,7390.74,438000.0,1564.0,0
Düsseldorf,113.3,4,39,4,1,0,1,7.43,6.24,5802.0,657600.0,2349.0,2
Düsseldorf,61.6,2,59,5,0,0,1,7.72,2.34,4634.14,285500.0,1020.0,2
Frankfurt,32.3,1,72,0,1,0,0,6.03,8.54,7349.21,237500.0,848.0,3
Hamburg,47.1,2,31,5,1,0,1,11.49,8.95,6823.04,321300.0,1147.0,4
Frankfurt,105.9,4,14,1,1,0,0,0.5,5.2,7922.12,838900.0,2996.0,3
Berlin,71.1,2,12,5,1,0,1,21.99,2.88,5078.13,361100.0,1290.0,0
Munich,61.3,2,4,8,0,0,1,0.8,9.53,11658.89,714600.0,2552.0,6
Stuttgart,79.0,3,74,7,0,0,1,8.97,8.94,6895.56,544800.0,1946.0,7
Berlin,87.5,3,73,8,1,1,1,1.15,3.2,4447.79,389400.0,1391.0,0
Munich,102.9,3,51,9,0,0,1,16.96,1.86,9398.03,967400.0,3455.0,6
Frankfurt,111.2,4,76,7,1,0,1,5.72,4.97,6725.17,747900.0,2671.0,3
Hamburg,66.0,2,40,2,0,1,0,0.69,7.09,6843.62,451700.0,1613.0,4
Düsseldorf,41.8,1,52,7,1,0,1,7.67,2.58,5956.28,249300.0,890.0,2
Munich,64.7,2,49,5,1,1,1,0.5,5.62,11101.91,717900.0,2564.0,6
Munich,81.5,3,14,5,0,1,1,11.97,4.83,11082.89,903300.0,3226.0,6
Cologne,50.9,2,6,5,0,0,1,8.41,9.01,5846.11,297600.0,1063.0,1
Frankfurt,51.1,2,39,2,0,1,0,1.91,4.87,6807.24,347700.0,1242.0,3
Munich,83.6,3,27,9,1,1,1,3.76,5.8,11762.2,983300.0,3512.0,6
Frankfurt,73.8,2,31,0,1,1,0,0.5,9.6,10335.29,762600.0,2723.0,3
Berlin,75.8,3,14,11,0,1,1,9.47,3.7,6295.44,477300.0,1705.0,0
Berlin,56.0,2,69,3,1,0,0,3.12,3.6,4968.88,278400.0,994.0,0
Frankfurt,69.2,2,64,9,1,1,1,6.78,8.2,7518.08,520600.0,1859.0,3
Frankfurt,51.9,2,3,11,1,0,1,25.12,3.5,6594.75,342200.0,1222.0,3
Düsseldorf,97.3,3,10,5,1,0,1,2.85,8.49,7357.94,715600.0,2556.0,2
Munich,100.9,3,25,10,1,0,1,37.03,1.86,7923.46,799300.0,2855.0,6
Hamburg,28.8,1,60,11,1,0,1,8.01,2.0,6806.9,196300.0,701.0,4
Hamburg,51.8,2,36,9,1,0,1,2.22,9.11,8532.17,441600.0,1577.0,4
Berlin,37.6,1,22,1,0,1,0,4.59,5.87,6331.97,238000.0,850.0,0
Cologne,58.7,2,39,6,1,1,1,10.79,7.47,6305.99,370500.0,1323.0,1
Berlin,72.9,2,76,6,1,0,1,4.73,3.03,5289.23,385700.0,1377.0,0
Leipzig,38.8,1,22,10,0,1,1,0.57,2.5,3903.01,151300.0,540.0,5
Berlin,52.0,2,15,3,0,1,0,1.48,8.51,7684.01,399200.0,1426.0,0
Frankfurt,49.9,2,60,3,1,0,0,12.53,4.23,5558.5,277400.0,991.0,3
Berlin,80.2,3,67,0,0,0,0,8.36,5.1,3984.07,319400.0,1141.0,0
Leipzig,76.7,3,79,1,1,1,0,6.75,1.25,1500.0,115100.0,460.0,5
Frankfurt,57.0,2,30,8,0,1,1,1.47,4.47,8431.29,480200.0,1715.0,3
Hamburg,79.4,3,52,9,1,1,1,14.55,7.93,7349.06,583700.0,2085.0,4
Berlin,61.3,2,24,7,1,1,1,25.9,8.39,5803.62,356000.0,1271.0,0
Cologne,68.2,2,43,7,0,0,1,0.5,7.29,5335.71,363900.0,1300.0,1
Munich,116.8,4,11,8,0,0,1,0.65,7.23,11487.65,1342200.0,4793.0,6
Düsseldorf,108.5,4,8,6,1,0,1,17.28,5.56,6383.52,692700.0,2474.0,2
Munich,42.5,1,11,8,1,0,1,13.52,5.84,9835.1,418100.0,1493.0,6
Berlin,95.7,3,68,9,1,1,1,7.7,7.68,6141.09,588000.0,2100.0,0
Berlin,95.3,3,53,11,0,1,1,23.2,3.23,2530.46,241100.0,861.0,0
Frankfurt,46.3,2,53,1,1,0,0,8.32,3.08,6097.03,282300.0,1008.0,3
Hamburg,95.5,3,27,5,1,1,1,1.95,9.55,9766.65,932400.0,3330.0,4
Berlin,113.4,4,55,2,1,0,0,10.43,1.25,3698.27,419600.0,1498.0,0
Cologne,46.9,2,68,10,0,1,1,8.3,2.26,4414.41,207200.0,740.0,1
Frankfurt,52.1,2,76,5,0,1,1,34.01,6.13,4622.75,240700.0,860.0,3
Hamburg,100.4,3,57,2,0,1,0,1.93,7.64,7326.7,735900.0,2628.0,4
Frankfurt,81.8,3,77,7,1,1,1,7.29,5.84,7662.14,626700.0,2238.0,3
Frankfurt,88.8,3,74,10,0,0,1,12.12,4.2,6035.61,535900.0,1914.0,3
Hamburg,83.5,3,41,3,0,1,0,3.31,9.8,8404.59,701900.0,2507.0,4
Berlin,84.8,3,37,11,0,1,1,3.82,7.33,6605.86,560000.0,2000.0,0
Berlin,41.8,1,67,9,1,0,1,17.51,8.48,4352.7,182100.0,650.0,0
Düsseldorf,101.2,3,52,5,1,1,1,4.14,1.36,4978.67,503800.0,1799.0,2
Leipzig,104.2,3,32,8,0,1,1,7.84,3.12,3853.93,401700.0,1435.0,5
Munich,69.3,2,70,1,1,0,0,17.6,4.37,6505.18,450600.0,1609.0,6
Munich,73.9,2,55,1,1,0,0,1.88,2.64,8205.97,606500.0,2166.0,6
Hamburg,36.7,1,71,6,0,1,1,32.08,1.66,3030.5,111300.0,397.0,4
Frankfurt,87.9,3,50,1,0,1,0,9.68,3.03,6648.7,584100.0,2086.0,3
Berlin,89.3,3,73,1,0,0,0,5.48,5.8,3355.94,299700.0,1070.0,0
Berlin,73.4,2,42,3,0,0,0,4.51,7.26,5654.4,415300.0,1483.0,0
Cologne,103.1,3,14,8,1,0,1,24.7,7.97,4931.0,508400.0,1816.0,1
Hamburg,66.6,2,37,7,1,1,1,1.84,1.39,7250.26,483200.0,1726.0,4
Berlin,89.1,3,14,1,1,1,0,2.99,4.85,6238.73,556000.0,1986.0,0
Munich,49.5,2,4,7,1,0,1,2.94,2.1,10607.67,525200.0,1876.0,6
Munich,74.4,2,53,3,1,0,0,2.73,4.88,9356.26,696200.0,2486.0,6
Cologne,70.6,2,50,1,1,0,0,5.06,4.91,4288.66,303000.0,1082.0,1
Berlin,80.6,3,9,10,0,1,1,36.21,5.48,4208.38,339300.0,1212.0,0
Berlin,65.8,2,11,9,0,0,1,17.57,9.04,6163.34,405300.0,1448.0,0
Stuttgart,71.7,2,3,6,0,0,1,3.18,8.25,8271.43,593200.0,2118.0,7
Berlin,95.7,3,17,5,0,0,1,4.4,6.73,6184.76,591600.0,2113.0,0
Hamburg,64.1,2,79,9,0,1,1,8.86,8.97,7172.38,459600.0,1641.0,4
Munich,34.8,1,35,4,0,0,1,0.5,7.11,10206.45,355500.0,1270.0,6
Berlin,118.7,4,24,10,0,0,1,13.73,8.37,6050.21,718400.0,2566.0,0
Munich,109.5,4,75,0,0,1,0,16.95,6.07,8535.03,934900.0,3339.0,6
Cologne,42.7,1,35,1,0,0,0,15.57,5.73,4386.53,187300.0,669.0,1
Stuttgart,92.2,3,66,7,0,0,1,3.76,7.52,6379.03,588400.0,2101.0,7
Stuttgart,62.4,2,8,0,0,1,0,4.96,1.18,6223.09,388500.0,1387.0,7
Frankfurt,81.6,3,60,2,1,0,0,0.5,7.21,7712.34,629200.0,2247.0,3
